Run,geo_loc_name_country_continent,country,latitude,longitude,colour
ERR2027927,EU,UK,55.95,3.216666667,UK
ERR2027890,EU,UK,55.95,3.216666667,UK
ERR2027923,EU,UK,55.95,3.216666667,UK
ERR2027917,EU,UK,55.95,3.216666667,UK
ERR2027922,EU,UK,55.95,3.216666667,UK
ERR2027906,EU,UK,55.95,3.216666667,UK
ERR2027895,EU,UK,55.95,3.216666667,UK
ERR2027907,EU,UK,55.95,3.216666667,UK
ERR2027914,EU,UK,55.95,3.216666667,UK
ERR2027889,EU,UK,55.95,3.216666667,UK
ERR2027924,EU,UK,55.95,3.216666667,UK
ERR2027892,EU,UK,55.95,3.216666667,UK
ERR2027900,EU,UK,55.95,3.216666667,UK
ERR2027905,EU,UK,55.95,3.216666667,UK
ERR2027901,EU,UK,55.95,3.216666667,UK
ERR2027902,EU,UK,55.95,3.216666667,UK
ERR2027913,EU,UK,55.95,3.216666667,UK
ERR2027893,EU,UK,55.95,3.216666667,UK
ERR2027916,EU,UK,55.95,3.216666667,UK
ERR2027897,EU,UK,55.95,3.216666667,UK
ERR2027909,EU,UK,55.95,3.216666667,UK
ERR2027911,EU,UK,55.95,3.216666667,UK
ERR2027898,EU,UK,55.95,3.216666667,UK
ERR2027908,EU,UK,55.95,3.216666667,UK
ERR2027910,EU,UK,55.95,3.216666667,UK
ERR2027903,EU,UK,55.95,3.216666667,UK
ERR2027891,EU,UK,55.95,3.216666667,UK
ERR2027899,EU,UK,55.95,3.216666667,UK
ERR2027929,EU,UK,55.95,3.216666667,UK
ERR2027925,EU,UK,55.95,3.216666667,UK
ERR2027919,EU,UK,55.95,3.216666667,UK
ERR2027930,EU,UK,55.95,3.216666667,UK
ERR2027896,EU,UK,55.95,3.216666667,UK
ERR2027912,EU,UK,55.95,3.216666667,UK
ERR2027921,EU,UK,55.95,3.216666667,UK
ERR2027918,EU,UK,55.95,3.216666667,UK
ERR2027928,EU,UK,55.95,3.216666667,UK
ERR2027904,EU,UK,55.95,3.216666667,UK
ERR2027920,EU,UK,55.95,3.216666667,UK
ERR2027894,EU,UK,55.95,3.216666667,UK
ERR2027915,EU,UK,55.95,3.216666667,UK
ERR2027926,EU,UK,55.95,3.216666667,UK
ERR3393549,Asia,South Korea,37.33,126.58,South Korea
ERR3393568,Asia,South Korea,37.33,126.58,South Korea
ERR3393561,Asia,South Korea,37.33,126.58,South Korea
ERR3393576,Asia,South Korea,37.33,126.58,South Korea
ERR3393557,Asia,South Korea,37.33,126.58,South Korea
ERR3393563,Asia,South Korea,37.33,126.58,South Korea
ERR3393577,Asia,South Korea,37.33,126.58,South Korea
ERR3393570,Asia,South Korea,37.33,126.58,South Korea
ERR3393571,Asia,South Korea,37.33,126.58,South Korea
ERR3393574,Asia,South Korea,37.33,126.58,South Korea
ERR3393581,Asia,South Korea,37.33,126.58,South Korea
ERR3393552,Asia,South Korea,37.33,126.58,South Korea
ERR3393556,Asia,South Korea,37.33,126.58,South Korea
ERR3393584,Asia,South Korea,37.33,126.58,South Korea
ERR3393551,Asia,South Korea,37.33,126.58,South Korea
ERR3393586,Asia,South Korea,37.33,126.58,South Korea
ERR3393585,Asia,South Korea,37.33,126.58,South Korea
ERR3393546,Asia,South Korea,37.33,126.58,South Korea
ERR3393569,Asia,South Korea,37.33,126.58,South Korea
ERR3393559,Asia,South Korea,37.33,126.58,South Korea
ERR3393583,Asia,South Korea,37.33,126.58,South Korea
ERR3393547,Asia,South Korea,37.33,126.58,South Korea
ERR3393553,Asia,South Korea,37.33,126.58,South Korea
ERR3393565,Asia,South Korea,37.33,126.58,South Korea
ERR3393560,Asia,South Korea,37.33,126.58,South Korea
ERR3393554,Asia,South Korea,37.33,126.58,South Korea
ERR3393550,Asia,South Korea,37.33,126.58,South Korea
ERR3393573,Asia,South Korea,37.33,126.58,South Korea
ERR3393582,Asia,South Korea,37.33,126.58,South Korea
ERR3393579,Asia,South Korea,37.33,126.58,South Korea
ERR3393572,Asia,South Korea,37.33,126.58,South Korea
ERR3393562,Asia,South Korea,37.33,126.58,South Korea
ERR3393566,Asia,South Korea,37.33,126.58,South Korea
ERR3393555,Asia,South Korea,37.33,126.58,South Korea
ERR3393580,Asia,South Korea,37.33,126.58,South Korea
ERR3393558,Asia,South Korea,37.33,126.58,South Korea
ERR3393564,Asia,South Korea,37.33,126.58,South Korea
ERR3393578,Asia,South Korea,37.33,126.58,South Korea
ERR3393567,Asia,South Korea,37.33,126.58,South Korea
ERR3393548,Asia,South Korea,37.33,126.58,South Korea
ERR3393575,Asia,South Korea,37.33,126.58,South Korea
SRR3053217,North America,USA,29.75,-95.38333333,USA
SRR3053138,North America,USA,29.75,-95.38333333,USA
SRR3053147,North America,USA,29.75,-95.38333333,USA
SRR3053169,North America,USA,29.75,-95.38333333,USA
SRR3053171,North America,USA,29.75,-95.38333333,USA
SRR3053210,North America,USA,29.75,-95.38333333,USA
SRR3053167,North America,USA,29.75,-95.38333333,USA
SRR3053163,North America,USA,29.75,-95.38333333,USA
SRR3053212,North America,USA,29.75,-95.38333333,USA
SRR3053180,North America,USA,29.75,-95.38333333,USA
SRR3053211,North America,USA,29.75,-95.38333333,USA
SRR3053181,North America,USA,29.75,-95.38333333,USA
SRR3053164,North America,USA,29.75,-95.38333333,USA
SRR3053146,North America,USA,29.75,-95.38333333,USA
SRR3053216,North America,USA,29.75,-95.38333333,USA
SRR3053207,North America,USA,29.75,-95.38333333,USA
SRR3053145,North America,USA,29.75,-95.38333333,USA
SRR3053208,North America,USA,29.75,-95.38333333,USA
SRR3053176,North America,USA,29.75,-95.38333333,USA
SRR3053213,North America,USA,29.75,-95.38333333,USA
SRR3053215,North America,USA,29.75,-95.38333333,USA
SRR3053209,North America,USA,29.75,-95.38333333,USA
SRR3053172,North America,USA,29.75,-95.38333333,USA
SRR3053162,North America,USA,29.75,-95.38333333,USA
SRR3181128,North America,USA,36.05,-102.3,USA
SRR3181148,North America,USA,36.05,-102.3,USA
SRR3181106,North America,USA,36.05,-102.3,USA
SRR3181160,North America,USA,36.05,-102.3,USA
SRR3181107,North America,USA,36.05,-102.3,USA
SRR3181144,North America,USA,36.05,-102.3,USA
SRR3181151,North America,USA,36.05,-102.3,USA
SRR3181111,North America,USA,36.05,-102.3,USA
SRR3181133,North America,USA,36.05,-102.3,USA
SRR3181145,North America,USA,36.05,-102.3,USA
SRR3181161,North America,USA,36.05,-102.3,USA
SRR3181125,North America,USA,36.05,-102.3,USA
SRR3181132,North America,USA,36.05,-102.3,USA
SRR3181137,North America,USA,36.05,-102.3,USA
SRR3181130,North America,USA,36.05,-102.3,USA
SRR3181152,North America,USA,36.05,-102.3,USA
SRR3181124,North America,USA,36.05,-102.3,USA
SRR3181135,North America,USA,36.05,-102.3,USA
SRR3181149,North America,USA,36.05,-102.3,USA
SRR3181115,North America,USA,36.05,-102.3,USA
SRR3181134,North America,USA,36.05,-102.3,USA
SRR3181112,North America,USA,36.05,-102.3,USA
SRR3181139,North America,USA,36.05,-102.3,USA
SRR3181164,North America,USA,36.05,-102.3,USA
SRR3181146,North America,USA,36.05,-102.3,USA
SRR3181138,North America,USA,36.05,-102.3,USA
SRR3181122,North America,USA,36.05,-102.3,USA
SRR3181129,North America,USA,36.05,-102.3,USA
SRR3181153,North America,USA,36.05,-102.3,USA
SRR3181123,North America,USA,36.05,-102.3,USA
SRR3181116,North America,USA,36.05,-102.3,USA
SRR3181150,North America,USA,36.05,-102.3,USA
SRR3181143,North America,USA,36.05,-102.3,USA
SRR3181159,North America,USA,36.05,-102.3,USA
SRR3181162,North America,USA,36.05,-102.3,USA
SRR3181119,North America,USA,36.05,-102.3,USA
SRR3181154,North America,USA,36.05,-102.3,USA
SRR3181121,North America,USA,36.05,-102.3,USA
SRR3181157,North America,USA,36.05,-102.3,USA
SRR3181158,North America,USA,36.05,-102.3,USA
SRR3181108,North America,USA,36.05,-102.3,USA
SRR3181127,North America,USA,36.05,-102.3,USA
SRR3181109,North America,USA,36.05,-102.3,USA
SRR3181156,North America,USA,36.05,-102.3,USA
SRR3181136,North America,USA,36.05,-102.3,USA
SRR3181110,North America,USA,36.05,-102.3,USA
SRR3181165,North America,USA,36.05,-102.3,USA
SRR3181126,North America,USA,36.05,-102.3,USA
SRR3185498,North America,USA,36.05,-102.3,USA
SRR3181114,North America,USA,36.05,-102.3,USA
SRR3181141,North America,USA,36.05,-102.3,USA
SRR3181120,North America,USA,36.05,-102.3,USA
SRR3181155,North America,USA,36.05,-102.3,USA
SRR3181117,North America,USA,36.05,-102.3,USA
SRR3181147,North America,USA,36.05,-102.3,USA
SRR3181113,North America,USA,36.05,-102.3,USA
SRR3181131,North America,USA,36.05,-102.3,USA
SRR3181118,North America,USA,36.05,-102.3,USA
SRR3181142,North America,USA,36.05,-102.3,USA
SRR3181163,North America,USA,36.05,-102.3,USA
SRR3181140,North America,USA,36.05,-102.3,USA
SRR7686600,North America,USA,41.2,-77.19,USA
SRR7686605,North America,USA,41.2,-77.19,USA
SRR7686595,North America,USA,41.2,-77.19,USA
SRR7686592,North America,USA,41.2,-77.19,USA
SRR7686596,North America,USA,41.2,-77.19,USA
SRR7686594,North America,USA,41.2,-77.19,USA
SRR7686597,North America,USA,41.2,-77.19,USA
SRR7686602,North America,USA,41.2,-77.19,USA
SRR7686601,North America,USA,41.2,-77.19,USA
SRR7686599,North America,USA,41.2,-77.19,USA
SRR7686598,North America,USA,41.2,-77.19,USA
SRR7686593,North America,USA,41.2,-77.19,USA
SRR7686604,North America,USA,41.2,-77.19,USA
SRR7686603,North America,USA,41.2,-77.19,USA
SRR9699864,North America,USA,40.57479,-105.08079,USA
SRR9699865,North America,USA,40.57479,-105.08079,USA
SRR9699910,North America,USA,40.57479,-105.08079,USA
SRR9699870,North America,USA,40.57479,-105.08079,USA
SRR9699869,North America,USA,40.57479,-105.08079,USA
SRR9699911,North America,USA,40.57479,-105.08079,USA
SRR9699916,North America,USA,40.57479,-105.08079,USA
SRR9699912,North America,USA,40.57479,-105.08079,USA
SRR9699913,North America,USA,40.57479,-105.08079,USA
SRR9699867,North America,USA,40.57479,-105.08079,USA
SRR9699914,North America,USA,40.57479,-105.08079,USA
SRR9699917,North America,USA,40.57479,-105.08079,USA
SRR9699871,North America,USA,40.57479,-105.08079,USA
SRR9699868,North America,USA,40.57479,-105.08079,USA
SRR9699915,North America,USA,40.57479,-105.08079,USA
SRR9699866,North America,USA,40.57479,-105.08079,USA
SRR12021144,Asia,A_China,32.3,120.1,A_China
SRR12021132,Asia,A_China,32.3,120.1,A_China
SRR12021146,Asia,A_China,32.3,120.1,A_China
SRR12021149,Asia,A_China,32.3,120.1,A_China
SRR12021141,Asia,A_China,32.3,120.1,A_China
SRR12021152,Asia,A_China,32.3,120.1,A_China
SRR12021147,Asia,A_China,32.3,120.1,A_China
SRR12021137,Asia,A_China,32.3,120.1,A_China
SRR12021151,Asia,A_China,32.3,120.1,A_China
SRR12021148,Asia,A_China,32.3,120.1,A_China
SRR12021136,Asia,A_China,32.3,120.1,A_China
SRR12021140,Asia,A_China,32.3,120.1,A_China
SRR12021139,Asia,A_China,32.3,120.1,A_China
SRR12021143,Asia,A_China,32.3,120.1,A_China
SRR12021155,Asia,A_China,32.3,120.1,A_China
SRR12021138,Asia,A_China,32.3,120.1,A_China
SRR12021154,Asia,A_China,32.3,120.1,A_China
SRR12021145,Asia,A_China,32.3,120.1,A_China
SRR12021133,Asia,A_China,32.3,120.1,A_China
SRR12021153,Asia,A_China,32.3,120.1,A_China
SRR12021134,Asia,A_China,32.3,120.1,A_China
SRR12021142,Asia,A_China,32.3,120.1,A_China
SRR12021135,Asia,A_China,32.3,120.1,A_China
SRR12021150,Asia,A_China,32.3,120.1,A_China
SRR12710952,Asia,A_China,,,A_China
SRR12711469,Asia,A_China,,,A_China
SRR12710958,Asia,A_China,,,A_China
SRR12711510,Asia,A_China,,,A_China
SRR12711578,Asia,A_China,,,A_China
SRR12711485,Asia,A_China,,,A_China
SRR12711465,Asia,A_China,,,A_China
SRR12711497,Asia,A_China,,,A_China
SRR12711484,Asia,A_China,,,A_China
SRR12711496,Asia,A_China,,,A_China
SRR12711567,Asia,A_China,,,A_China
SRR12711486,Asia,A_China,,,A_China
SRR12711480,Asia,A_China,,,A_China
SRR12711511,Asia,A_China,22.8,108.3666667,A_China
SRR12711553,Asia,A_China,,,A_China
SRR12711558,Asia,A_China,,,A_China
SRR12711559,Asia,A_China,,,A_China
SRR12710947,Asia,A_China,,,A_China
SRR12711501,Asia,A_China,,,A_China
SRR12711234,Asia,A_China,22.8,108.3666667,A_China
SRR12711566,Asia,A_China,,,A_China
SRR12710959,Asia,A_China,22.8,108.3666667,A_China
SRR12711477,Asia,A_China,22.8,108.3666667,A_China
SRR12711148,Asia,A_China,22.8,108.3666667,A_China
SRR12711530,Asia,A_China,22.8,108.3666667,A_China
SRR12711479,Asia,A_China,,,A_China
SRR12711487,Asia,A_China,,,A_China
SRR12711518,Asia,A_China,22.8,108.3666667,A_China
SRR12711570,Asia,A_China,,,A_China
SRR12711055,Asia,A_China,22.8,108.3666667,A_China
SRR12711211,Asia,A_China,22.8,108.3666667,A_China
SRR12711499,Asia,A_China,,,A_China
SRR12711476,Asia,A_China,,,A_China
SRR12711120,Asia,A_China,22.8,108.3666667,A_China
SRR12711025,Asia,A_China,22.8,108.3666667,A_China
SRR12711478,Asia,A_China,,,A_China
SRR12711133,Asia,A_China,22.8,108.3666667,A_China
SRR12711541,Asia,A_China,22.8,108.3666667,A_China
SRR12711488,Asia,A_China,22.8,108.3666667,A_China
SRR12711467,Asia,A_China,,,A_China
SRR12711068,Asia,A_China,22.8,108.3666667,A_China
SRR12710944,Asia,A_China,,,A_China
SRR12710957,Asia,A_China,,,A_China
SRR12711549,Asia,A_China,,,A_China
SRR12711561,Asia,A_China,,,A_China
SRR12710935,Asia,A_China,22.8,108.3666667,A_China
SRR12711464,Asia,A_China,,,A_China
SRR12711495,Asia,A_China,,,A_China
SRR12710954,Asia,A_China,,,A_China
SRR12711272,Asia,A_China,22.8,108.3666667,A_China
SRR12711462,Asia,A_China,,,A_China
SRR12711470,Asia,A_China,,,A_China
SRR12711000,Asia,A_China,22.8,108.3666667,A_China
SRR12711560,Asia,A_China,,,A_China
SRR12711595,Asia,A_China,22.8,108.3666667,A_China
SRR12711508,Asia,A_China,,,A_China
SRR12710942,Asia,A_China,,,A_China
SRR12711512,Asia,A_China,,,A_China
SRR12711551,Asia,A_China,,,A_China
SRR12711468,Asia,A_China,,,A_China
SRR12711483,Asia,A_China,,,A_China
SRR12711554,Asia,A_China,22.8,108.3666667,A_China
SRR12711079,Asia,A_China,22.8,108.3666667,A_China
SRR12711564,Asia,A_China,,,A_China
SRR12710951,Asia,A_China,,,A_China
SRR12711547,Asia,A_China,,,A_China
SRR12711189,Asia,A_China,22.8,108.3666667,A_China
SRR12711444,Asia,A_China,22.8,108.3666667,A_China
SRR12710970,Asia,A_China,22.8,108.3666667,A_China
SRR12711461,Asia,A_China,,,A_China
SRR12711200,Asia,A_China,22.8,108.3666667,A_China
SRR12711513,Asia,A_China,,,A_China
SRR12711500,Asia,A_China,22.8,108.3666667,A_China
SRR12711137,Asia,A_China,22.8,108.3666667,A_China
SRR12711489,Asia,A_China,22.8,108.3666667,A_China
SRR12711507,Asia,A_China,,,A_China
SRR12711134,Asia,A_China,22.8,108.3666667,A_China
SRR12711509,Asia,A_China,,,A_China
SRR12711556,Asia,A_China,,,A_China
SRR12711504,Asia,A_China,,,A_China
SRR12711090,Asia,A_China,22.8,108.3666667,A_China
SRR12711481,Asia,A_China,,,A_China
SRR12711013,Asia,A_China,22.8,108.3666667,A_China
SRR12711024,Asia,A_China,22.8,108.3666667,A_China
SRR12711473,Asia,A_China,,,A_China
SRR12711502,Asia,A_China,,,A_China
SRR12711548,Asia,A_China,,,A_China
SRR12710955,Asia,A_China,,,A_China
SRR12711455,Asia,A_China,22.8,108.3666667,A_China
SRR12711178,Asia,A_China,22.8,108.3666667,A_China
SRR12711555,Asia,A_China,,,A_China
SRR12711562,Asia,A_China,,,A_China
SRR12711222,Asia,A_China,22.8,108.3666667,A_China
SRR12710940,Asia,A_China,,,A_China
SRR12711459,Asia,A_China,,,A_China
SRR12710950,Asia,A_China,,,A_China
SRR12710946,Asia,A_China,,,A_China
SRR12711131,Asia,A_China,22.8,108.3666667,A_China
SRR12710941,Asia,A_China,,,A_China
SRR12710978,Asia,A_China,22.8,108.3666667,A_China
SRR12710925,Asia,A_China,22.8,108.3666667,A_China
SRR12710953,Asia,A_China,,,A_China
SRR12711492,Asia,A_China,,,A_China
SRR12711550,Asia,A_China,,,A_China
SRR12710945,Asia,A_China,,,A_China
SRR12711557,Asia,A_China,,,A_China
SRR12711245,Asia,A_China,22.8,108.3666667,A_China
SRR12710948,Asia,A_China,22.8,108.3666667,A_China
SRR12711491,Asia,A_China,,,A_China
SRR12710943,Asia,A_China,,,A_China
SRR12711472,Asia,A_China,,,A_China
SRR12711576,Asia,A_China,22.8,108.3666667,A_China
SRR12710989,Asia,A_China,22.8,108.3666667,A_China
SRR12711135,Asia,A_China,22.8,108.3666667,A_China
SRR12711519,Asia,A_China,22.8,108.3666667,A_China
SRR12711584,Asia,A_China,22.8,108.3666667,A_China
SRR12711458,Asia,A_China,,,A_China
SRR12711563,Asia,A_China,,,A_China
SRR12711475,Asia,A_China,,,A_China
SRR12711505,Asia,A_China,,,A_China
SRR12711552,Asia,A_China,,,A_China
SRR12711466,Asia,A_China,22.8,108.3666667,A_China
SRR12711494,Asia,A_China,,,A_China
SRR12711256,Asia,A_China,22.8,108.3666667,A_China
SRR12711565,Asia,A_China,22.8,108.3666667,A_China
SRR12710956,Asia,A_China,,,A_China
SRR12711471,Asia,A_China,,,A_China
SRR12711159,Asia,A_China,22.8,108.3666667,A_China
SRR12711503,Asia,A_China,,,A_China
SRR12711378,Asia,A_China,22.8,108.3666667,A_China
SRR12710914,Asia,A_China,22.8,108.3666667,A_China
SRR12711460,Asia,A_China,,,A_China
SRR12710949,Asia,A_China,,,A_China
SRR12711506,Asia,A_China,,,A_China
SRR12711474,Asia,A_China,,,A_China
SRR12711463,Asia,A_China,,,A_China
SRR12710926,Asia,A_China,22.8,108.3666667,A_China
SRR12711161,Asia,A_China,25.05,102.73333,A_China
SRR12711121,Asia,A_China,,,A_China
SRR12711267,Asia,A_China,22.8,108.3666667,A_China
SRR12711449,Asia,A_China,,,A_China
SRR12711092,Asia,A_China,20.05,110.1666667,A_China
SRR12711300,Asia,A_China,22.8,108.3666667,A_China
SRR12711538,Asia,A_China,25.05,102.73333,A_China
SRR12711085,Asia,A_China,20.05,110.1666667,A_China
SRR12711223,Asia,A_China,22.8,108.3666667,A_China
SRR12711342,Asia,A_China,,,A_China
SRR12711001,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711053,Asia,A_China,32.123274,114.075031,A_China
SRR12711183,Asia,A_China,,,A_China
SRR12711324,Asia,A_China,,,A_China
SRR12711185,Asia,A_China,,,A_China
SRR12710933,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711088,Asia,A_China,20.05,110.1666667,A_China
SRR12711281,Asia,A_China,,,A_China
SRR12710906,Asia,A_China,22.8,108.3666667,A_China
SRR12710967,Asia,A_China,,,A_China
SRR12710986,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711167,Asia,A_China,25.05,102.73333,A_China
SRR12711027,Asia,A_China,30.584355,114.298572,A_China
SRR12711069,Asia,A_China,30.584355,114.298572,A_China
SRR12711258,Asia,A_China,25.05,102.73333,A_China
SRR12711397,Asia,A_China,,,A_China
SRR12711398,Asia,A_China,,,A_China
SRR12711309,Asia,A_China,,,A_China
SRR12711138,Asia,A_China,20.05,110.1666667,A_China
SRR12711257,Asia,A_China,25.05,102.73333,A_China
SRR12710961,Asia,A_China,,,A_China
SRR12711077,Asia,A_China,20.05,110.1666667,A_China
SRR12711282,Asia,A_China,,,A_China
SRR12711270,Asia,A_China,22.8,108.3666667,A_China
SRR12711047,Asia,A_China,32.123274,114.075031,A_China
SRR12711369,Asia,A_China,,,A_China
SRR12711269,Asia,A_China,22.8,108.3666667,A_China
SRR12711058,Asia,A_China,32.123274,114.075031,A_China
SRR12711219,Asia,A_China,22.8,108.3666667,A_China
SRR12710918,Asia,A_China,22.8,108.3666667,A_China
SRR12711363,Asia,A_China,,,A_China
SRR12711351,Asia,A_China,,,A_China
SRR12710911,Asia,A_China,22.8,108.3666667,A_China
SRR12711146,Asia,A_China,25.05,102.73333,A_China
SRR12711160,Asia,A_China,25.05,102.73333,A_China
SRR12711033,Asia,A_China,30.584355,114.298572,A_China
SRR12711264,Asia,A_China,22.8,108.3666667,A_China
SRR12710917,Asia,A_China,22.8,108.3666667,A_China
SRR12711408,Asia,A_China,,,A_China
SRR12711598,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711029,Asia,A_China,30.584355,114.298572,A_China
SRR12711376,Asia,A_China,,,A_China
SRR12710960,Asia,A_China,,,A_China
SRR12711412,Asia,A_China,,,A_China
SRR12711104,Asia,A_China,32.123274,114.075031,A_China
SRR12711009,Asia,A_China,,,A_China
SRR12711370,Asia,A_China,,,A_China
SRR12711385,Asia,A_China,,,A_China
SRR12711271,Asia,A_China,22.8,108.3666667,A_China
SRR12711071,Asia,A_China,30.584355,114.298572,A_China
SRR12711099,Asia,A_China,20.05,110.1666667,A_China
SRR12710981,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711522,Asia,A_China,25.05,102.73333,A_China
SRR12711521,Asia,A_China,25.05,102.73333,A_China
SRR12711456,Asia,A_China,,,A_China
SRR12711110,Asia,A_China,32.123274,114.075031,A_China
SRR12711119,Asia,A_China,,,A_China
SRR12711172,Asia,A_China,,,A_China
SRR12710915,Asia,A_China,22.8,108.3666667,A_China
SRR12711248,Asia,A_China,25.05,102.73333,A_China
SRR12710990,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711303,Asia,A_China,,,A_China
SRR12710919,Asia,A_China,22.8,108.3666667,A_China
SRR12711445,Asia,A_China,,,A_China
SRR12711415,Asia,A_China,,,A_China
SRR12711379,Asia,A_China,,,A_China
SRR12711086,Asia,A_China,20.05,110.1666667,A_China
SRR12710966,Asia,A_China,,,A_China
SRR12711277,Asia,A_China,,,A_China
SRR12711123,Asia,A_China,,,A_China
SRR12711546,Asia,A_China,25.05,102.73333,A_China
SRR12711280,Asia,A_China,,,A_China
SRR12711179,Asia,A_China,,,A_China
SRR12711344,Asia,A_China,22.8,108.3666667,A_China
SRR12710927,Asia,A_China,22.8,108.3666667,A_China
SRR12711442,Asia,A_China,,,A_China
SRR12711286,Asia,A_China,,,A_China
SRR12711581,Asia,A_China,25.05,102.73333,A_China
SRR12711173,Asia,A_China,,,A_China
SRR12711368,Asia,A_China,,,A_China
SRR12711265,Asia,A_China,22.8,108.3666667,A_China
SRR12711580,Asia,A_China,25.05,102.73333,A_China
SRR12711089,Asia,A_China,20.05,110.1666667,A_China
SRR12711457,Asia,A_China,,,A_China
SRR12711206,Asia,A_China,,,A_China
SRR12710920,Asia,A_China,22.8,108.3666667,A_China
SRR12711116,Asia,A_China,,,A_China
SRR12711285,Asia,A_China,,,A_China
SRR12711253,Asia,A_China,25.05,102.73333,A_China
SRR12711016,Asia,A_China,,,A_China
SRR12711515,Asia,A_China,25.05,102.73333,A_China
SRR12711155,Asia,A_China,25.05,102.73333,A_China
SRR12711355,Asia,A_China,22.8,108.3666667,A_China
SRR12711056,Asia,A_China,32.123274,114.075031,A_China
SRR12711402,Asia,A_China,,,A_China
SRR12711380,Asia,A_China,,,A_China
SRR12711338,Asia,A_China,,,A_China
SRR12711354,Asia,A_China,,,A_China
SRR12711112,Asia,A_China,32.123274,114.075031,A_China
SRR12711298,Asia,A_China,,,A_China
SRR12710982,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711322,Asia,A_China,22.8,108.3666667,A_China
SRR12711232,Asia,A_China,25.05,102.73333,A_China
SRR12711246,Asia,A_China,25.05,102.73333,A_China
SRR12711403,Asia,A_China,,,A_China
SRR12711031,Asia,A_China,30.584355,114.298572,A_China
SRR12711195,Asia,A_China,,,A_China
SRR12711063,Asia,A_China,32.123274,114.075031,A_China
SRR12711008,Asia,A_China,,,A_China
SRR12711070,Asia,A_China,30.584355,114.298572,A_China
SRR12710934,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711250,Asia,A_China,25.05,102.73333,A_China
SRR12711124,Asia,A_China,,,A_China
SRR12711144,Asia,A_China,20.05,110.1666667,A_China
SRR12711524,Asia,A_China,25.05,102.73333,A_China
SRR12711360,Asia,A_China,,,A_China
SRR12711452,Asia,A_China,,,A_China
SRR12711389,Asia,A_China,22.8,108.3666667,A_China
SRR12711262,Asia,A_China,25.05,102.73333,A_China
SRR12710979,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711197,Asia,A_China,,,A_China
SRR12710993,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711051,Asia,A_China,32.123274,114.075031,A_China
SRR12711417,Asia,A_China,,,A_China
SRR12711268,Asia,A_China,22.8,108.3666667,A_China
SRR12711371,Asia,A_China,,,A_China
SRR12711431,Asia,A_China,,,A_China
SRR12711357,Asia,A_China,,,A_China
SRR12711434,Asia,A_China,,,A_China
SRR12711544,Asia,A_China,25.05,102.73333,A_China
SRR12710991,Asia,A_China,31.86666667,117.2833333,A_China
SRR12711593,Asia,A_China,25.05,102.73333,A_China
SRR12711279,Asia,A_China,,,A_China
SRR12711273,Asia,A_China,,,A_China
SRR12711340,Asia,A_China,,,A_China
SRR12711583,Asia,A_China,25.05,102.73333,A_China
SRR12711594,Asia,A_China,25.05,102.73333,A_China
SRR12711126,Asia,A_China,,,A_China
SRR12711365,Asia,A_China,,,A_China
SRR12711170,Asia,A_China,,,A_China
SRR12711454,Asia,A_China,,,A_China
SRR12711006,Asia,A_China,,,A_China
SRR12711107,Asia,A_China,32.123274,114.075031,A_China
SRR12711520,Asia,A_China,25.05,102.73333,A_China
SRR12711157,Asia,A_China,25.05,102.73333,A_China
SRR12711418,Asia,A_China,,,A_China
SRR12711313,Asia,A_China,,,A_China
SRR12711535,Asia,A_China,25.05,102.73333,A_China
SRR12711430,Asia,A_China,,,A_China
SRR12711274,Asia,A_China,,,A_China
SRR12711299,Asia,A_China,,,A_China
SRR12711362,Asia,A_China,,,A_China
SRR12711537,Asia,A_China,25.05,102.73333,A_China
SRR12711082,Asia,A_China,20.05,110.1666667,A_China
SRR12711210,Asia,A_China,,,A_China
SRR12711028,Asia,A_China,30.584355,114.298572,A_China
SRR12710907,Asia,A_China,22.8,108.3666667,A_China
SRR12711182,Asia,A_China,,,A_China
SRR12711383,Asia,A_China,,,A_China
SRR12711373,Asia,A_China,,,A_China
SRR12711527,Asia,A_China,25.05,102.73333,A_China
SRR12710968,Asia,A_China,,,A_China
SRR12711542,Asia,A_China,25.05,102.73333,A_China
SRR12711396,Asia,A_China,,,A_China
SRR12711421,Asia,A_China,,,A_China
SRR12711283,Asia,A_China,,,A_China
SRR12711139,Asia,A_China,20.05,110.1666667,A_China
SRR12711163,Asia,A_China,25.05,102.73333,A_China
SRR12711528,Asia,A_China,25.05,102.73333,A_China
SRR12711073,Asia,A_China,30.584355,114.298572,A_China
SRR12711096,Asia,A_China,20.05,110.1666667,A_China
SRR12711422,Asia,A_China,22.8,108.3666667,A_China
SRR12711176,Asia,A_China,,,A_China
SRR12711411,Asia,A_China,22.8,108.3666667,A_China
SRR12711129,Asia,A_China,,,A_China
SRR12711132,Asia,A_China,22.8,108.3666667,A_China
SRR12710962,Asia,A_China,,,A_China
SRR12711437,Asia,A_China,,,A_China
SRR12711413,Asia,A_China,,,A_China
